date,meantemp,humidity,wind_speed,meanpressure
2013-01-01,8.202030402984258,92.49331598298194,0.0,1102.8423472049308
2013-01-02,6.081428759868172,100.66735416445161,2.692140420871136,1103.269199364001
2013-01-03,5.901190557139211,95.16289198184911,4.192167851949211,1102.324098135153
2013-01-04,7.150214650221801,77.99896068120836,1.1176002470623216,1098.8257726910426
2013-01-05,4.9597391335189,94.91416997278833,3.3578855381980794,1096.238294425915
2013-01-06,5.7975204505537175,90.47395339753679,1.3451827166818202,1095.9925337298605
2013-01-07,5.808647785476249,85.85484188642049,5.734727420851589,1096.2852970800668
2013-01-08,7.363758166005777,69.57103216835583,6.511696388823071,1093.0519131645083
2013-01-09,11.661620389873836,55.94164650112192,11.412464338557674,1089.3707235045026
2013-01-10,9.18004265996959,67.65239513395461,6.766213353435863,1086.1096839667248
2013-01-11,13.139050547198798,55.94204956495473,9.680315549218944,1084.791780900437
2013-01-12,11.727647210281416,80.69089417365782,12.131317760980071,1082.362205943878
2013-01-13,13.288163015090808,81.93497177295495,4.255250369831195,1078.167914939539
2013-01-14,10.790412276596403,96.0727035844285,0.567173514965451,1078.3128023234342
2013-01-15,12.394812918958035,78.27399040150333,0.4868558771905299,1077.2457812710093
2013-01-16,11.674173354639374,94.37390526918188,0.0,1076.308866637008
2013-01-17,13.950123152580872,87.99195983925954,4.849653566914974,1073.6392686707138
2013-01-18,11.71688202908019,100.29503110507406,8.279381362601281,1070.451522300055
2013-01-19,10.606758539460499,83.39989741907956,5.45028436709531,1076.2288686784923
2013-01-20,9.593686670522086,81.87009112480861,7.8590606917456745,1072.998514710626
2013-01-21,9.537942201925949,83.70618555334718,2.0624464673386336,1071.979315897464
2013-01-22,8.104698206540014,86.57608948516896,2.8685561811337905,1071.0539885694839
2013-01-23,11.96504317086963,65.36302269882106,3.7421337664858685,1067.9347844665444
2013-01-24,11.843566419121215,65.88423855617584,5.753234765767434,1066.18472170371
2013-01-25,10.506489259310072,72.73807212671282,5.185136540551402,1064.7018919579186
2013-01-26,10.882939562676555,69.63898178461461,6.361788317621797,1061.836195758596
2013-01-27,11.065911066398288,71.14000525340866,5.206219296188322,1058.5226807954127
2013-01-28,12.78900622391303,60.735687574301274,3.4711288328047853,1056.4811447395296
2013-01-29,12.199396839546413,71.01568283637282,3.0414062078509647,1053.5156440318963
2013-01-30,12.730266299305645,76.33421648358184,0.9944696025360952,1053.085545548212
2013-01-31,14.03971458994003,71.07747343877297,2.788304998254311,1051.9457305081464
2013-02-01,13.890081213428315,79.06952602116563,2.0940634446593362,1047.7756028306467
2013-02-02,14.162168122973297,83.99367072195783,1.2548957168878645,1047.2676050810164
2013-02-03,15.679426845715602,70.97710430070912,1.7565134970856522,1043.678297016782
2013-02-04,15.207255452742606,80.383730698835,10.526131231646882,1041.274397115987
2013-02-05,14.53043858129231,99.92562942112183,9.222644778786222,1041.4591760005005
2013-02-06,14.591182852345556,77.13916067217093,8.198240302361663,1042.1437336389984
2013-02-07,13.68005077891969,64.21391485145908,10.21222333437871,1040.4183138228975
2013-02-08,12.297284020229815,76.11184634158037,8.813826794562091,1037.2814371372592
2013-02-09,13.574431586583444,66.21001223561579,8.825385410391252,1035.3483204952142
2013-02-10,13.439319534053215,77.22036646456378,3.3172511077359976,1033.9851769264178
2013-02-11,14.01294488882136,76.1161295430077,5.0898811430183155,1031.7212439984398
2013-02-12,13.556802281414338,75.91208250153163,7.098375264846658,1031.112334345219
2013-02-13,14.422125783807273,75.68253055207191,5.8320549192817905,1027.9770501219004
2013-02-14,15.374575452834716,68.85295221058989,4.158049837105755,1024.5160552589598
2013-02-15,17.027975542148592,70.44871424480904,9.783918014021193,1020.3946815905263
2013-02-16,12.839022810149405,99.94210335150845,8.163271055302573,1015.112501110185
2013-02-17,12.18036457482884,96.98582703282834,0.0,1018.2271004829021
2013-02-18,13.92541632294505,84.45903676558214,11.78544909860875,1020.1955394255152
2013-02-19,14.177227321097556,88.3097331955012,5.614582531070735,1018.1305956639977
2013-02-20,15.862428209693697,80.438393695221,5.621618811582173,1017.8462698570141
2013-02-21,17.937114518412333,72.41824390736866,6.4030908252920105,1014.7090648715292
2013-02-22,18.414075628455713,70.609019587069,10.540845202678526,1013.7209332894842
2013-02-23,15.679357360508618,80.51748770981688,8.983806228735133,1013.1641914978615
2013-02-24,15.188601456175151,84.79387276141972,7.1903521563003885,1013.4631862408783
2013-02-25,15.227966453724573,78.33734107082773,4.511647858507328,1011.3152197043215
2013-02-26,16.138805491271953,75.22383750823877,17.13113047534943,1006.6960652046453
2013-02-27,18.826995637298108,61.44987734601608,6.49508142223254,1005.2256186543236
2013-02-28,17.612208990570803,56.76708355137123,12.651613121781656,1005.9079778844011
2013-03-01,15.736470867851494,52.9665427512461,23.527550825589326,1003.3086003969181
2013-03-02,17.275402538932035,57.95935621832324,15.391232476381147,1001.7160434912884
2013-03-03,17.604661525096056,67.4200204906656,8.460208642162371,1000.1298501595038
2013-03-04,16.050073752937678,76.15991946837876,5.455003564333169,998.2715659201414
2013-03-05,19.064760080865312,66.35185151280689,4.088745205501112,997.3444915989202
2013-03-06,19.076436738967637,69.98839923656787,6.757658984889083,995.211053042813
2013-03-07,21.4596645230712,61.24071850852708,8.594165815930156,993.3127394386338
2013-03-08,22.16795666032579,48.034153393881105,6.998873230037385,991.3984783754433
2013-03-09,23.359298205692387,53.24777423589309,5.216516534848155,984.52136315397
2013-03-10,21.290254766246488,61.64512875948684,4.178069068944532,981.8174547985052
2013-03-11,22.110488219089323,71.00606428763611,0.9232550315114155,983.453588527198
2013-03-12,21.680801040397352,66.88301731165994,4.8856939732071245,982.335038274001
2013-03-13,19.863851974518447,75.42191163751971,5.502722541232283,978.473925188265
2013-03-14,20.662996249450025,65.4178354179105,11.944483070548806,981.0814209503701
2013-03-15,22.390739748994108,49.00451493817151,7.668419945798202,982.5550696578414
2013-03-16,18.865548100337822,72.32743903265798,3.681040288364036,981.1297248789025
2013-03-17,21.0598313762261,62.689344540271875,8.914203679803697,978.5855619972752
2013-03-18,21.798000807811913,62.111648228289184,17.406895996219074,971.8100197394068
2013-03-19,20.963039455025392,78.67240565916877,10.46487878811608,971.9226489774281
2013-03-20,27.211762633293915,38.791068144759386,6.79560855751479,969.0883955042451
2013-03-21,22.266403849969215,62.43926790826336,10.504886856128078,966.5837210954007
2013-03-22,23.62214793053353,53.61839385886657,9.727780480708269,963.3303417382275
2013-03-23,25.644966670943457,53.469764966683165,9.976644097692931,963.1549277512798
2013-03-24,25.327894976711686,51.98822876158906,10.928643597860264,964.2944509100413
2013-03-25,22.074345755362852,48.50859168196796,16.040346156133616,963.288148073621
2013-03-26,22.708613837234754,47.505188781966744,13.034514105994303,960.2471092780123
2013-03-27,19.77882942909512,66.06231138747525,1.863065617681083,959.0327678317864
2013-03-28,21.152397149312858,66.80461914684616,7.4747147116554356,958.2306763703169
2013-03-29,20.067393831923614,74.94397305581411,5.601253559581534,957.0605570610613
